CARRERA,PERIODO,NIVEL,PARALELO,ASIGNATURA,PRIMER_PARCIAL,SEGUNDO_PARCIAL,RECUPERACION,NOTA_FINAL,ASISTENCIA,ESTADO_FINAL
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,INGLES B1.1 (TECHNICAL),7.59,7.94,,7.77,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,BASE DE DATOS AVANZADA,7.35,8.82,,8.09,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,CALCULO DIFERENCIAL E INTEGRAL,8.4,8.4,,8.4,89.06,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,DISEÑO MULTIMEDIA,8.5,9.4,,8.95,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,FUNDAMENTOS DE ADMINISTRACION,7,9.2,,8.1,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,PROGRAMACION VISUAL,6,8,,7,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,CALCULO DIFERENCIAL E INTEGRAL,8,7.6,,7.8,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,PROGRAMACION VISUAL,7.7,7.93,,7.82,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,INGLES B1.1 (TECHNICAL),7.43,8.58,,8,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,FUNDAMENTOS DE ADMINISTRACION,8.6,8.6,,8.6,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,DISEÑO MULTIMEDIA,8.8,9.35,,9.07,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,BASE DE DATOS AVANZADA,8.88,9.26,,9.07,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,G,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,2.1,0,,0.42,85.94,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,G,LENGUAJE Y COMUNICACIÓN,0,0,,0,6.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,G,INGLES A2 (INTERMEDIO),0,0,,0,56.25,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,G,BASE DE DATOS,0.6,0,,0.12,87.5,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,G,ALGEBRA Y TRIGONOMETRIA,0,0,,0,10.93,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,G,PROGRAMACION ORIENTADA A OBJETO,0,0,,0,15,REPROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,EMPRENDIMIENTO,7.38,8.51,,7.95,96.88,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,MULTIMEDIA,9.6,7.9,,8.75,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,DISEÑO Y PROGRAMACION WEB,10,9.39,,9.7,97.97,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,C,IMAGEN COORPORTAVIA,8.4,9.2,,8.8,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,DERECHO MERCANTIL,9,9.4,,9.2,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,DISEÑO PUBLICITARIO,9.6,9.05,,9.32,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,10,9.6,,9.8,97.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,GERENCIA DE SERVICIOS Y VENTAS,9.96,9.34,,9.65,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,PRESUPUESTO,9.3,8.05,,8.68,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,F,PROYECTO DE MARKETING II,9.77,9.09,,9.43,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,COMERCIO DIGITAL Y COMUNITY MANAGMENT,7,9.86,,8.43,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,TECNICAS DE NEGOCIOS Y COMERCIO INTERNACIONAL,9.7,10,,9.85,96.35,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,NEUROMARKETING,9.67,8.4,,9.04,89.06,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,MARKETING ESTRATEGICO,8.63,8.8,,8.72,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,COMPORTAMIENTO PROFESIONAL Y AMBIENTAL,9.6,8,,8.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,ESTADISTICA DESCRIPTIVA,6.45,8.5,,7.48,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,LEGISLACION INFORMATICA,8.2,9.6,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,E,PROGRAMACION DE APLICACIONES WEB,8.25,8.38,,8.32,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,ESTADISTICA DESCRIPTIVA,7.9,9.55,,8.73,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,LEGISLACION INFORMATICA,5.1,9.05,,7.08,81.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,INGLES B1.2 (SPECIFIC PURPOSE),8.8,8.68,,8.74,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,PROGRAMACION DE APLICACIONES WEB,6.77,9.2,,7.99,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DESARROLLO DE APLICACIONES MOVILES,7.29,7.69,,7.49,88.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DIVERSIDAD Y CULTURA,9.1,9,,9.05,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,A,IMAGEN COORPORTAVIA,4.9,9.6,,7.25,95.83,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,A,DISEÑO Y PROGRAMACION WEB,8.62,7.84,,8.23,81.25,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,A,EMPRENDIMIENTO,3.19,6.25,5,4.89,93.75,REPROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,QUINTO,A,MULTIMEDIA,4,8.62,8,7.32,90.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,IMAGEN CORPORATIVA Y CREATIVA,9.3,9.7,,9.5,94.06,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",9.12,9.86,,9.49,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,PROYECTO DE MARKETING 1,9.3,8.3,,8.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,A,INVESTIGACION DE MERCADO,7.48,5.3,7,9.75,88.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,8.65,9.4,,9.03,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,7.43,9.29,,8.36,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,EMPRENDIMIENTO,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,CALCULO DIFERENCIAL E INTEGRAL,7.97,8.8,,8.39,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,BASE DE DATOS AVANZADA,7.6,9.7,,8.65,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,DISEÑO MULTIMEDIA,7.73,8.91,,8.32,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,FUNDAMENTOS DE ADMINISTRACION,8,8.6,,8.3,98.96,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,INGLES B1.1 (TECHNICAL),7.2,9.17,,8.19,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,I,PROGRAMACION VISUAL,6.77,8.2,,7.49,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,MATEMATICA FINANCIERA,6.5,10,,8.25,81.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,METODOLOGIA DE LA INVESTIGACION,8.6,6.17,,7.39,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,10,10,,10,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,9.35,8,,8.68,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,TICS II,7.2,8.4,,7.8,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,C,INVESTIGACION DE MERCADO,7.91,8.85,,8.38,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,PROGRAMACION ORIENTADA A OBJETO,6.75,10,,8.38,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,7.63,9.43,,8.53,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,INGLES A2 (INTERMEDIO),8.2,7.92,,8.06,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,BASE DE DATOS,8.45,9.3,,8.88,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,LENGUAJE Y COMUNICACIÓN,9.25,8.8,,9.03,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,E,ALGEBRA Y TRIGONOMETRIA,8,10,,9,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,D,COMPORTAMIENTO PROFESIONAL Y AMBIENTAL,8.76,9.1,,8.93,82.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,D,NEUROMARKETING,9.05,8.5,,8.78,85.94,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,DIVERSIDAD Y CULTURA,8.6,9.6,,9.1,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,PROGRAMACION DE APLICACIONES WEB,7.8,8.55,,8.18,98.96,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,DESARROLLO DE APLICACIONES MOVILES,6.94,8.72,,7.83,98.13,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,LEGISLACION INFORMATICA,8.65,8.6,,8.63,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,INGLES B1.2 (SPECIFIC PURPOSE),8.32,9.6,,8.96,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,ESTADISTICA DESCRIPTIVA,6.35,9.5,,7.93,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-MATEMATICAS,6.38,8.7,,7.54,96.88,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-CONTABILIDAD GENERAL,9.1,9.88,,9.49,99.74,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-ENTORNO EMPRESARIAL,7.9,9.2,,8.55,97.97,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-EXPRESION ORAL Y ESCRITA,8.9,8.4,,8.65,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-FUNDAMENTOS DE MARKETING,8.63,9.4,,9.02,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-TICS I,9.6,10,,9.8,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,CALCULO DIFERENCIAL E INTEGRAL,7.7,9.4,,8.55,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,BASE DE DATOS AVANZADA,7.4,7.88,,7.64,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,PROGRAMACION VISUAL,7.04,8.55,,7.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,INGLES B1.1 (TECHNICAL),8,7.63,,7.82,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,FUNDAMENTOS DE ADMINISTRACION,9.2,8.7,,8.95,94.58,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,DISEÑO MULTIMEDIA,8.3,9.6,,8.95,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,DESARROLLO DE APLICACIONES MOVILES,8.22,8.63,,8.43,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,DIVERSIDAD Y CULTURA,10,9.6,,9.8,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,ESTADISTICA DESCRIPTIVA,5.6,9.5,,7.55,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,INGLES B1.2 (SPECIFIC PURPOSE),7.98,9.52,,8.75,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,LEGISLACION INFORMATICA,7.05,8.85,,7.95,78.13,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,PROGRAMACION DE APLICACIONES WEB,6.6,8.8,,7.7,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,BASE DE DATOS AVANZADA,8,6.13,,7.07,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,CALCULO DIFERENCIAL E INTEGRAL,7.28,8.1,,7.69,89.06,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,PROGRAMACION VISUAL,7.5,7.48,,7.49,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,INGLES B1.1 (TECHNICAL),8.15,6.21,,7.18,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,FUNDAMENTOS DE ADMINISTRACION,9.45,8.4,,8.93,83.33,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,G,DISEÑO MULTIMEDIA,6.12,9.33,,7.73,85.94,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,SOFTWARE DE ILUSTRACION,6.33,9.9,,8.12,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,RELACIONES PUBLICAS,9,5.45,,7.23,95.83,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,DIBUJO ARTISTICO,7.7,8.03,,7.87,96.25,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,PSICOLOGIA DEL COLOR,8.2,9.35,,8.77,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,FOTOGRAFIA,8,8.65,,8.32,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,D,ETICA LABORAL Y PROFESIONAL,8.71,9.4,,9.06,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,ALGEBRA Y TRIGONOMETRIA,5,0,,1,65.63,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,PROGRAMACION ORIENTADA A OBJETO,3,0,,0.6,30,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,0,0,,0,34.38,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,LENGUAJE Y COMUNICACIÓN,0,0,,0,72.92,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,INGLES A2 (INTERMEDIO),2,0,,0.4,54.69,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,D,BASE DE DATOS,0,0,,0,83.75,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,LENGUAJE Y COMUNICACIÓN,6.12,9.2,,7.66,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,7.4,7.71,,7.56,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,PROGRAMACION ORIENTADA A OBJETO,6.05,4.3,8.21,7,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,BASE DE DATOS,5.15,3.95,6,5.42,83.75,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,ALGEBRA Y TRIGONOMETRIA,8.2,6.28,,7.24,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,INGLES A2 (INTERMEDIO),7.5,6.42,4,5.18,96.88,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,DISEÑO MULTIMEDIA,6.73,9.55,,8.14,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,CALCULO DIFERENCIAL E INTEGRAL,6.8,8.8,,7.8,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,PROGRAMACION VISUAL,6.05,10,,8.03,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,INGLES B1.1 (TECHNICAL),6.9,8.6,,7.75,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,BASE DE DATOS AVANZADA,7.03,9.03,,8.03,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,F,FUNDAMENTOS DE ADMINISTRACION,7.3,8.5,,7.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,LEGISLACION INFORMATICA,8.1,8.8,,8.45,75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DESARROLLO DE APLICACIONES MOVILES,8.88,6.28,,7.58,90,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DIVERSIDAD Y CULTURA,9,9,,9,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,ESTADISTICA DESCRIPTIVA,4.9,9.4,,7.15,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,INGLES B1.2 (SPECIFIC PURPOSE),7.81,8.54,,8.17,84.38,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,PROGRAMACION DE APLICACIONES WEB,7.53,9,,8.27,82.29,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,D,TICS II,8.98,8.6,,8.79,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,D,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,9.2,9.3,,9.25,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,D,INVESTIGACION DE MERCADO,6.03,8.84,,7.44,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,D,MATEMATICA FINANCIERA,8.3,9.9,,9.1,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,D,METODOLOGIA DE LA INVESTIGACION,8.2,9.17,,8.68,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,D,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,10,10,,10,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,DERECHO MERCANTIL,9.2,9.8,,9.5,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,DISEÑO PUBLICITARIO,8.65,8.2,,8.43,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,9.2,9.2,,9.2,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,GERENCIA DE SERVICIOS Y VENTAS,9.5,8.13,,8.82,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,PRESUPUESTO,8.2,7.7,,7.95,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,PROYECTO DE MARKETING II,8.03,9.75,,8.89,85,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,NEUROMARKETING,8.85,9.61,,9.23,84.38,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,COMERCIO DIGITAL Y COMUNITY MANAGMENT,6.11,9.63,,7.87,77.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,COMPORTAMIENTO PROFESIONAL Y AMBIENTAL,9.6,8.2,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,MARKETING ESTRATEGICO,7,8.1,,7.55,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,QUINTO,C,TECNICAS DE NEGOCIOS Y COMERCIO INTERNACIONAL,8.4,10,,9.2,75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,FUNDAMENTOS DE REDES Y CONECTIVIDAD,10,9,,9.5,95.83,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,TENDENCIAS ACTUALES DE PROGRAMACION,8.44,7.38,,7.91,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,CALIDAD DE SOFTWARE,9.2,8,,8.6,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,EMPRENDIMIENTO,9.3,9.6,,9.45,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,C,ETICA PROFESIONAL,8.64,10,,9.32,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,E,PROYECTO DE MARKETING II,8.91,9.49,,9.2,100,APROBADO
